date,pm25,pm10,o3,no2,so2,co
2019-09-03,36.0,23.0,39.0,11.0,2.0,3.0
2019-09-04,52.0,19.0,37.0,11.0,2.0,3.0
2019-09-05,53.0,19.0,31.0,7.0,2.0,2.0
2019-09-06,49.0,23.0,23.0,11.0,4.0,3.0
2019-09-07,78.0,11.0,35.0,5.0,2.0,3.0
2019-09-08,49.0,16.0,24.0,10.0,3.0,3.0
2019-09-09,50.0,8.0,29.0,10.0,2.0,3.0
2019-09-10,28.0,19.0,38.0,9.0,2.0,4.0
2019-09-11,53.0,22.0,39.0,14.0,2.0,4.0
2019-09-12,58.0,21.0,30.0,14.0,2.0,4.0
2019-09-13,46.0,18.0,28.0,4.0,1.0,3.0
2019-09-14,40.0,19.0,32.0,8.0,2.0,3.0
2019-09-15,50.0,20.0,25.0,13.0,3.0,4.0
2019-09-16,42.0,17.0,24.0,9.0,3.0,3.0
2019-09-17,27.0,12.0,24.0,11.0,3.0,3.0
2019-09-18,30.0,13.0,21.0,11.0,3.0,3.0
2019-09-19,41.0,23.0,19.0,12.0,3.0,4.0
2019-09-20,51.0,30.0,29.0,9.0,2.0,4.0
2019-09-21,66.0,26.0,32.0,7.0,3.0,5.0
2019-09-22,63.0,24.0,21.0,8.0,4.0,4.0
2019-09-23,63.0,43.0,17.0,7.0,6.0,4.0
2019-09-24,102.0,46.0,6.0,12.0,4.0,5.0
2019-09-25,97.0,19.0,21.0,13.0,4.0,4.0
2019-09-26,43.0,22.0,19.0,12.0,3.0,4.0
2019-09-27,43.0,12.0,23.0,8.0,3.0,3.0
2019-09-28,37.0,11.0,24.0,9.0,3.0,3.0
2019-09-29,31.0,12.0,27.0,8.0,4.0,3.0
2019-09-30,16.0,13.0,27.0,16.0,2.0,3.0
2019-10-01,27.0,19.0,15.0,16.0,2.0,3.0
2019-10-02,30.0,17.0,18.0,13.0,1.0,2.0
2019-10-03,47.0,23.0,15.0,13.0,2.0,3.0
2019-10-04,59.0,17.0,19.0,5.0,2.0,2.0
2019-10-05,48.0,15.0,21.0,5.0,1.0,2.0
2019-10-06,42.0,28.0,24.0,9.0,,4.0
2019-10-07,68.0,32.0,19.0,15.0,1.0,5.0
2019-10-08,82.0,18.0,10.0,14.0,1.0,3.0
2019-10-09,50.0,12.0,22.0,12.0,1.0,2.0
2019-10-10,21.0,16.0,21.0,17.0,2.0,3.0
2019-10-11,41.0,19.0,24.0,14.0,1.0,4.0
2019-10-12,57.0,29.0,22.0,15.0,1.0,5.0
2019-10-13,65.0,36.0,21.0,16.0,1.0,6.0
2019-10-14,77.0,41.0,28.0,15.0,2.0,6.0
2019-10-15,91.0,21.0,22.0,16.0,1.0,3.0
2019-10-16,45.0,26.0,28.0,14.0,1.0,4.0
2019-10-17,51.0,37.0,25.0,17.0,1.0,6.0
2019-10-18,80.0,48.0,19.0,12.0,2.0,6.0
2019-10-19,102.0,29.0,24.0,11.0,1.0,5.0
2019-10-20,74.0,36.0,14.0,19.0,1.0,6.0
2019-10-21,72.0,47.0,21.0,17.0,2.0,7.0
2019-10-22,95.0,45.0,8.0,13.0,2.0,6.0
2019-10-23,125.0,43.0,10.0,15.0,4.0,7.0
2019-10-24,114.0,53.0,18.0,19.0,2.0,7.0
2019-10-25,113.0,49.0,19.0,16.0,1.0,8.0
2019-10-26,116.0,36.0,25.0,12.0,2.0,6.0
2019-10-27,85.0,25.0,21.0,16.0,2.0,4.0
2019-10-28,52.0,46.0,13.0,16.0,3.0,5.0
2019-10-29,106.0,22.0,23.0,11.0,1.0,3.0
2019-10-30,64.0,52.0,10.0,15.0,2.0,7.0
2019-10-31,127.0,57.0,9.0,16.0,3.0,9.0
2019-11-01,148.0,35.0,8.0,13.0,3.0,6.0
2019-11-02,83.0,20.0,26.0,7.0,4.0,4.0
2019-11-03,49.0,22.0,17.0,16.0,4.0,4.0
2019-11-04,40.0,26.0,14.0,18.0,3.0,6.0
2019-11-05,53.0,40.0,14.0,18.0,4.0,6.0
2019-11-06,78.0,50.0,7.0,16.0,4.0,10.0
2019-11-07,118.0,40.0,4.0,13.0,3.0,8.0
2019-11-08,102.0,30.0,2.0,13.0,3.0,7.0
2019-11-09,73.0,19.0,8.0,8.0,2.0,4.0
2019-11-10,49.0,20.0,19.0,9.0,3.0,4.0
2019-11-11,73.0,19.0,11.0,15.0,8.0,6.0
2019-11-12,76.0,29.0,16.0,11.0,4.0,5.0
2019-11-13,62.0,21.0,11.0,11.0,5.0,5.0
2019-11-14,63.0,30.0,5.0,9.0,4.0,6.0
2019-11-15,85.0,35.0,16.0,11.0,3.0,8.0
2019-11-16,81.0,27.0,15.0,13.0,3.0,9.0
2019-11-17,92.0,29.0,10.0,24.0,3.0,12.0
2019-11-18,87.0,37.0,6.0,15.0,2.0,8.0
2019-11-19,86.0,38.0,7.0,11.0,2.0,9.0
2019-11-20,119.0,20.0,12.0,11.0,4.0,6.0
2019-11-21,66.0,19.0,6.0,5.0,5.0,6.0
2019-11-22,61.0,33.0,4.0,6.0,4.0,8.0
2019-11-23,95.0,26.0,7.0,7.0,3.0,12.0
2019-11-24,111.0,31.0,3.0,6.0,3.0,6.0
2019-11-25,92.0,30.0,2.0,6.0,3.0,7.0
2019-11-26,94.0,35.0,2.0,9.0,4.0,9.0
2019-11-27,108.0,67.0,1.0,12.0,5.0,16.0
2019-11-28,154.0,14.0,16.0,14.0,4.0,6.0
2019-11-29,43.0,21.0,22.0,11.0,3.0,6.0
2019-11-30,56.0,44.0,17.0,13.0,3.0,9.0
2019-12-01,105.0,44.0,13.0,10.0,4.0,8.0
2019-12-02,113.0,29.0,16.0,11.0,2.0,7.0
2019-12-03,88.0,53.0,6.0,12.0,3.0,10.0
2019-12-04,118.0,65.0,3.0,20.0,4.0,14.0
2019-12-05,147.0,42.0,8.0,19.0,4.0,11.0
2019-12-06,112.0,28.0,11.0,15.0,5.0,10.0
2019-12-07,89.0,14.0,20.0,15.0,3.0,8.0
2019-12-08,41.0,25.0,12.0,23.0,3.0,10.0
2019-12-09,63.0,24.0,15.0,13.0,2.0,8.0
2019-12-10,60.0,41.0,14.0,15.0,2.0,6.0
2019-12-11,86.0,68.0,2.0,21.0,3.0,10.0
2019-12-12,151.0,26.0,2.0,15.0,5.0,5.0
2019-12-13,82.0,18.0,20.0,15.0,4.0,4.0
2019-12-14,49.0,18.0,26.0,16.0,3.0,4.0
2019-12-15,36.0,35.0,18.0,17.0,3.0,6.0
2019-12-16,83.0,63.0,1.0,17.0,3.0,15.0
2019-12-17,164.0,51.0,2.0,30.0,3.0,16.0
2019-12-18,134.0,55.0,2.0,12.0,2.0,10.0
2019-12-19,147.0,36.0,20.0,19.0,5.0,5.0
2019-12-20,79.0,28.0,23.0,12.0,5.0,2.0
2019-12-21,48.0,26.0,12.0,11.0,5.0,4.0
2019-12-22,65.0,20.0,10.0,16.0,4.0,4.0
2019-12-23,59.0,14.0,19.0,9.0,3.0,2.0
2019-12-24,38.0,27.0,13.0,8.0,3.0,3.0
2019-12-25,69.0,13.0,17.0,7.0,2.0,2.0
2019-12-26,46.0,12.0,14.0,8.0,2.0,1.0
2019-12-27,43.0,8.0,16.0,3.0,1.0,1.0
2019-12-28,25.0,13.0,,,,
2020-01-01,,26.0,6.0,28.0,5.0,8.0
2020-01-02,122.0,46.0,22.0,23.0,6.0,10.0
2020-01-03,157.0,68.0,24.0,6.0,3.0,1.0
2020-01-04,40.0,14.0,26.0,6.0,1.0,1.0
2020-01-05,36.0,15.0,15.0,14.0,3.0,4.0
2020-01-06,102.0,40.0,8.0,21.0,3.0,5.0
2020-01-07,111.0,50.0,13.0,19.0,5.0,5.0
2020-01-08,107.0,39.0,3.0,16.0,2.0,4.0
2020-01-09,100.0,37.0,9.0,19.0,7.0,6.0
2020-01-10,119.0,47.0,13.0,10.0,3.0,2.0
2020-01-11,63.0,20.0,17.0,12.0,3.0,3.0
2020-01-12,66.0,21.0,10.0,18.0,3.0,4.0
2020-01-13,78.0,31.0,2.0,20.0,3.0,11.0
2020-01-14,161.0,72.0,4.0,21.0,4.0,10.0
2020-01-15,146.0,72.0,2.0,20.0,3.0,11.0
2020-01-16,147.0,63.0,3.0,17.0,3.0,10.0
2020-01-17,142.0,58.0,5.0,17.0,5.0,8.0
2020-01-18,134.0,59.0,14.0,9.0,4.0,4.0
2020-01-19,112.0,44.0,18.0,12.0,2.0,1.0
2020-01-20,76.0,32.0,20.0,12.0,3.0,2.0
2020-01-21,79.0,32.0,13.0,13.0,5.0,3.0
2020-01-22,84.0,35.0,16.0,20.0,2.0,3.0
2020-01-23,74.0,36.0,17.0,19.0,5.0,8.0
2020-01-24,134.0,58.0,13.0,14.0,6.0,4.0
2020-01-25,110.0,46.0,9.0,14.0,7.0,5.0
2020-01-26,148.0,62.0,6.0,20.0,8.0,8.0
2020-01-27,143.0,61.0,19.0,19.0,5.0,9.0
2020-01-28,99.0,55.0,25.0,8.0,5.0,1.0
2020-01-29,30.0,14.0,22.0,10.0,4.0,1.0
2020-01-30,43.0,15.0,20.0,15.0,5.0,1.0
2020-01-31,36.0,15.0,24.0,12.0,5.0,1.0
2020-02-01,29.0,13.0,27.0,6.0,4.0,
2020-02-02,22.0,8.0,18.0,13.0,4.0,1.0
2020-02-03,40.0,13.0,25.0,9.0,4.0,1.0
2020-02-04,29.0,11.0,24.0,5.0,2.0,1.0
2020-02-05,26.0,12.0,13.0,14.0,5.0,2.0
2020-02-06,80.0,35.0,23.0,13.0,2.0,2.0
2020-02-07,51.0,23.0,17.0,20.0,3.0,5.0
2020-02-08,100.0,52.0,1.0,12.0,3.0,12.0
2020-02-09,176.0,55.0,,,,
2020-02-10,,12.0,,,,
2020-02-11,,9.0,,,,
2020-02-12,,10.0,,,,
2020-02-13,,22.0,,,,
2020-02-14,,25.0,,,,
2020-02-15,,30.0,,,,
2020-02-16,,39.0,,,,
2020-02-17,,32.0,,,,
2020-02-18,,17.0,,,,
2020-02-19,,17.0,,,,
2020-02-20,,28.0,,,,
2020-02-21,,26.0,,,,
2020-02-22,,27.0,,,,
2020-02-23,,6.0,20.0,22.0,2.0,3.0
2020-02-24,60.0,19.0,20.0,16.0,4.0,3.0
2020-02-25,37.0,15.0,25.0,14.0,4.0,2.0
2020-02-26,32.0,15.0,23.0,14.0,4.0,2.0
2020-02-27,49.0,20.0,20.0,13.0,4.0,4.0
2020-02-28,71.0,29.0,27.0,7.0,3.0,2.0
2020-02-29,41.0,18.0,26.0,10.0,3.0,2.0
2020-03-01,43.0,18.0,21.0,16.0,6.0,3.0
2020-03-02,50.0,20.0,15.0,16.0,4.0,3.0
2020-03-03,44.0,17.0,18.0,14.0,1.0,2.0
2020-03-04,51.0,23.0,33.0,14.0,2.0,4.0
2020-03-05,88.0,44.0,19.0,19.0,3.0,4.0
2020-03-06,66.0,29.0,19.0,11.0,1.0,3.0
2020-03-07,45.0,17.0,24.0,10.0,,3.0
2020-03-08,67.0,29.0,30.0,17.0,,7.0
2020-03-09,106.0,48.0,25.0,17.0,3.0,6.0
2020-03-10,87.0,42.0,25.0,10.0,1.0,2.0
2020-03-11,22.0,10.0,27.0,10.0,1.0,3.0
2020-03-12,31.0,16.0,27.0,9.0,1.0,2.0
2020-03-13,24.0,12.0,33.0,4.0,,2.0
2020-03-14,27.0,14.0,35.0,5.0,3.0,3.0
2020-03-15,56.0,24.0,29.0,15.0,,4.0
2020-03-16,69.0,31.0,32.0,18.0,3.0,6.0
2020-03-17,96.0,44.0,35.0,19.0,2.0,6.0
2020-03-18,113.0,59.0,38.0,13.0,2.0,6.0
2020-03-19,103.0,47.0,23.0,10.0,2.0,3.0
2020-03-20,85.0,36.0,27.0,1.0,,2.0
2020-03-21,33.0,12.0,29.0,1.0,,2.0
2020-03-22,29.0,13.0,34.0,2.0,,3.0
2020-03-23,51.0,22.0,35.0,4.0,2.0,3.0
2020-03-24,58.0,22.0,38.0,5.0,3.0,3.0
2020-03-25,67.0,29.0,37.0,8.0,5.0,4.0
2020-03-26,78.0,34.0,43.0,8.0,4.0,4.0
2020-03-27,92.0,41.0,45.0,14.0,3.0,5.0
2020-03-28,131.0,53.0,37.0,7.0,4.0,6.0
2020-03-29,135.0,54.0,29.0,5.0,,3.0
2020-03-30,28.0,15.0,28.0,10.0,3.0,5.0
2020-03-31,96.0,40.0,35.0,13.0,3.0,5.0
2020-04-01,102.0,42.0,41.0,16.0,2.0,6.0
2020-04-02,88.0,35.0,34.0,13.0,2.0,5.0
2020-04-03,78.0,28.0,39.0,8.0,2.0,5.0
2020-04-04,85.0,36.0,43.0,7.0,3.0,6.0
2020-04-05,100.0,34.0,44.0,13.0,4.0,5.0
2020-04-06,81.0,41.0,42.0,16.0,1.0,6.0
2020-04-07,90.0,39.0,44.0,19.0,1.0,7.0
2020-04-08,91.0,38.0,48.0,13.0,2.0,5.0
2020-04-09,94.0,23.0,37.0,6.0,,3.0
2020-04-10,46.0,29.0,44.0,6.0,1.0,5.0
2020-04-11,69.0,21.0,45.0,7.0,2.0,5.0
2020-04-12,54.0,21.0,42.0,4.0,1.0,4.0
2020-04-13,48.0,17.0,31.0,3.0,,3.0
2020-04-14,28.0,29.0,35.0,8.0,2.0,4.0
2020-04-15,58.0,28.0,43.0,9.0,2.0,4.0
2020-04-16,50.0,30.0,38.0,10.0,1.0,5.0
2020-04-17,54.0,22.0,43.0,5.0,1.0,4.0
2020-04-18,46.0,13.0,39.0,3.0,1.0,4.0
2020-04-19,38.0,18.0,37.0,6.0,,4.0
2020-04-20,47.0,24.0,38.0,7.0,1.0,5.0
2020-04-21,64.0,24.0,42.0,8.0,1.0,5.0
2020-04-22,56.0,,44.0,14.0,1.0,5.0
2020-04-23,59.0,29.0,46.0,12.0,1.0,5.0
2020-04-24,63.0,29.0,36.0,5.0,2.0,4.0
2020-04-25,50.0,18.0,37.0,5.0,1.0,4.0
2020-04-26,35.0,25.0,42.0,12.0,1.0,5.0
2020-04-27,56.0,29.0,42.0,14.0,1.0,6.0
2020-04-28,60.0,23.0,40.0,9.0,1.0,5.0
2020-04-29,57.0,24.0,41.0,7.0,1.0,5.0
2020-04-30,72.0,17.0,24.0,6.0,2.0,5.0
2020-05-01,58.0,14.0,33.0,4.0,1.0,5.0
2020-05-02,39.0,14.0,32.0,4.0,1.0,4.0
2020-05-03,38.0,25.0,36.0,11.0,1.0,4.0
2020-05-04,63.0,18.0,33.0,9.0,1.0,2.0
2020-05-05,43.0,19.0,25.0,9.0,1.0,2.0
2020-05-06,55.0,20.0,31.0,8.0,1.0,2.0
2020-05-07,47.0,28.0,42.0,12.0,1.0,3.0
2020-05-08,101.0,21.0,58.0,,,
2020-05-09,,20.0,44.0,,,
2020-05-10,,19.0,39.0,,,
2020-05-11,,10.0,28.0,,,
2020-05-12,,20.0,23.0,6.0,2.0,1.0
2020-05-13,41.0,14.0,26.0,5.0,1.0,1.0
2020-05-14,38.0,20.0,25.0,9.0,2.0,2.0
2020-05-15,69.0,26.0,38.0,8.0,2.0,2.0
2020-05-16,63.0,20.0,38.0,8.0,1.0,2.0
2020-05-17,57.0,21.0,37.0,13.0,2.0,2.0
2020-05-18,50.0,22.0,40.0,9.0,2.0,1.0
2020-05-19,49.0,11.0,33.0,3.0,1.0,1.0
2020-05-20,20.0,14.0,32.0,4.0,1.0,
2020-05-21,23.0,13.0,33.0,5.0,1.0,1.0
2020-05-22,37.0,19.0,39.0,8.0,1.0,2.0
2020-05-23,47.0,12.0,28.0,3.0,1.0,1.0
2020-05-24,24.0,10.0,18.0,9.0,1.0,2.0
2020-05-25,26.0,8.0,22.0,5.0,1.0,1.0
2020-05-26,28.0,15.0,24.0,9.0,1.0,2.0
2020-05-27,44.0,18.0,34.0,8.0,,2.0
2020-05-28,45.0,16.0,26.0,4.0,,1.0
2020-05-29,27.0,12.0,22.0,6.0,1.0,1.0
2020-05-30,29.0,11.0,21.0,4.0,,2.0
2020-05-31,29.0,16.0,31.0,5.0,,2.0
2020-06-01,38.0,13.0,31.0,7.0,1.0,1.0
2020-06-02,26.0,20.0,28.0,6.0,1.0,1.0
2020-06-03,36.0,20.0,35.0,6.0,2.0,2.0
2020-06-04,41.0,10.0,25.0,10.0,2.0,2.0
2020-06-05,23.0,8.0,25.0,5.0,1.0,2.0
2020-06-06,27.0,17.0,32.0,5.0,1.0,2.0
2020-06-07,42.0,15.0,20.0,9.0,1.0,2.0
2020-06-08,48.0,15.0,19.0,3.0,,1.0
2020-06-09,43.0,26.0,25.0,5.0,1.0,2.0
2020-06-10,63.0,18.0,32.0,5.0,1.0,2.0
2020-06-11,54.0,22.0,31.0,7.0,1.0,2.0
2020-06-12,55.0,26.0,37.0,4.0,1.0,2.0
2020-06-13,56.0,15.0,22.0,2.0,1.0,1.0
2020-06-14,45.0,13.0,29.0,5.0,1.0,1.0
2020-06-15,35.0,16.0,26.0,8.0,1.0,2.0
2020-06-16,43.0,15.0,24.0,9.0,1.0,2.0
2020-06-17,49.0,18.0,35.0,8.0,1.0,2.0
2020-06-18,57.0,18.0,27.0,10.0,1.0,3.0
2020-06-19,52.0,12.0,19.0,4.0,1.0,2.0
2020-06-20,36.0,12.0,17.0,4.0,1.0,2.0
2020-06-21,39.0,13.0,21.0,5.0,,2.0
2020-06-22,41.0,12.0,30.0,3.0,,1.0
2020-06-23,21.0,18.0,19.0,8.0,,2.0
2020-06-24,46.0,16.0,30.0,5.0,,2.0
2020-06-25,52.0,17.0,29.0,6.0,,2.0
2020-06-26,42.0,16.0,33.0,7.0,,2.0
2020-06-27,54.0,12.0,37.0,7.0,1.0,2.0
2020-06-28,36.0,13.0,27.0,7.0,1.0,2.0
2020-06-29,42.0,15.0,30.0,7.0,1.0,2.0
2020-06-30,25.0,15.0,32.0,10.0,1.0,2.0
2020-07-01,30.0,13.0,30.0,9.0,1.0,2.0
2020-07-02,29.0,13.0,20.0,8.0,1.0,2.0
2020-07-03,43.0,18.0,37.0,6.0,,2.0
2020-07-04,50.0,15.0,31.0,7.0,1.0,3.0
2020-07-05,37.0,15.0,22.0,7.0,1.0,2.0
2020-07-06,25.0,13.0,22.0,5.0,1.0,1.0
2020-07-07,20.0,15.0,22.0,8.0,1.0,2.0
2020-07-08,28.0,14.0,27.0,8.0,1.0,2.0
2020-07-09,41.0,21.0,32.0,10.0,2.0,3.0
2020-07-10,41.0,10.0,22.0,4.0,,2.0
2020-07-11,22.0,11.0,22.0,4.0,,2.0
2020-07-12,35.0,12.0,18.0,8.0,,2.0
2020-07-13,30.0,13.0,31.0,6.0,1.0,2.0
2020-07-14,32.0,16.0,33.0,7.0,1.0,2.0
2020-07-15,33.0,14.0,21.0,10.0,2.0,3.0
2020-07-16,37.0,17.0,24.0,8.0,2.0,2.0
2020-07-17,47.0,16.0,24.0,5.0,1.0,3.0
2020-07-18,47.0,15.0,33.0,5.0,1.0,3.0
2020-07-19,44.0,15.0,33.0,7.0,1.0,3.0
2020-07-20,36.0,22.0,25.0,10.0,1.0,3.0
2020-07-21,52.0,19.0,36.0,8.0,1.0,3.0
2020-07-22,36.0,18.0,34.0,7.0,2.0,2.0
2020-07-23,34.0,20.0,41.0,6.0,2.0,2.0
2020-07-24,40.0,18.0,41.0,5.0,2.0,3.0
2020-07-25,40.0,15.0,37.0,5.0,1.0,3.0
2020-07-26,35.0,18.0,37.0,9.0,2.0,3.0
2020-07-27,43.0,20.0,30.0,9.0,2.0,3.0
2020-07-28,41.0,17.0,40.0,9.0,1.0,3.0
2020-07-29,40.0,25.0,45.0,11.0,1.0,4.0
2020-07-30,50.0,24.0,37.0,11.0,2.0,3.0
2020-07-31,39.0,15.0,29.0,3.0,1.0,3.0
2020-08-01,30.0,15.0,34.0,6.0,1.0,3.0
2020-08-02,38.0,20.0,32.0,8.0,2.0,4.0
2020-08-03,40.0,18.0,22.0,7.0,2.0,4.0
2020-08-04,53.0,12.0,21.0,3.0,1.0,3.0
2020-08-05,32.0,19.0,35.0,7.0,1.0,4.0
2020-08-06,48.0,30.0,49.0,10.0,1.0,5.0
2020-08-07,68.0,33.0,43.0,7.0,1.0,5.0
2020-08-08,75.0,21.0,37.0,5.0,1.0,4.0
2020-08-09,57.0,16.0,38.0,6.0,1.0,4.0
2020-08-10,50.0,18.0,33.0,9.0,1.0,4.0
2020-08-11,47.0,19.0,39.0,7.0,1.0,3.0
2020-08-12,38.0,20.0,45.0,7.0,3.0,4.0
2020-08-13,43.0,23.0,47.0,6.0,3.0,5.0
2020-08-14,50.0,23.0,38.0,3.0,2.0,4.0
2020-08-15,49.0,16.0,37.0,4.0,2.0,3.0
2020-08-16,39.0,17.0,29.0,8.0,2.0,4.0
2020-08-17,44.0,17.0,19.0,13.0,2.0,5.0
2020-08-18,46.0,24.0,19.0,10.0,2.0,5.0
2020-08-19,67.0,29.0,35.0,11.0,2.0,3.0
2020-08-20,64.0,23.0,36.0,11.0,2.0,3.0
2020-08-21,53.0,18.0,37.0,6.0,1.0,2.0
2020-08-22,44.0,11.0,24.0,6.0,2.0,1.0
2020-08-23,29.0,18.0,30.0,9.0,2.0,2.0
2020-08-24,35.0,19.0,26.0,11.0,2.0,2.0
2020-08-25,37.0,19.0,28.0,8.0,2.0,2.0
2020-08-26,36.0,14.0,22.0,8.0,2.0,1.0
2020-08-27,18.0,16.0,29.0,9.0,3.0,1.0
2020-08-28,33.0,19.0,30.0,6.0,2.0,2.0
2020-08-29,38.0,17.0,34.0,7.0,3.0,2.0
2020-08-30,44.0,10.0,27.0,6.0,2.0,1.0
2020-08-31,17.0,7.0,18.0,4.0,2.0,1.0
2020-09-01,24.0,13.0,18.0,8.0,2.0,2.0
2020-09-02,21.0,15.0,26.0,9.0,1.0,2.0
2020-09-03,34.0,14.0,27.0,11.0,1.0,2.0
2020-09-04,37.0,12.0,22.0,7.0,2.0,3.0
2020-09-05,36.0,9.0,16.0,5.0,1.0,2.0
2020-09-06,28.0,14.0,20.0,8.0,1.0,2.0
2020-09-07,38.0,15.0,26.0,10.0,1.0,2.0
2020-09-08,39.0,18.0,30.0,12.0,2.0,3.0
2020-09-09,41.0,17.0,9.0,12.0,2.0,3.0
2020-09-10,47.0,18.0,26.0,8.0,3.0,3.0
2020-09-11,50.0,24.0,28.0,7.0,2.0,4.0
2020-09-12,60.0,21.0,34.0,9.0,1.0,4.0
2020-09-13,58.0,26.0,29.0,12.0,2.0,4.0
2020-09-14,62.0,23.0,33.0,7.0,2.0,3.0
2020-09-15,66.0,32.0,30.0,12.0,1.0,4.0
2020-09-16,75.0,24.0,17.0,9.0,1.0,3.0
2020-09-17,50.0,15.0,22.0,6.0,1.0,2.0
2020-09-18,28.0,20.0,28.0,7.0,1.0,3.0
2020-09-19,44.0,23.0,25.0,6.0,3.0,3.0
2020-09-20,58.0,29.0,30.0,12.0,2.0,4.0
2020-09-21,51.0,34.0,35.0,12.0,2.0,4.0
2020-09-22,68.0,36.0,13.0,13.0,3.0,4.0
2020-09-23,71.0,29.0,25.0,12.0,3.0,4.0
2020-09-24,73.0,20.0,23.0,9.0,4.0,3.0
2020-09-25,58.0,9.0,22.0,5.0,4.0,2.0
2020-09-26,28.0,8.0,15.0,5.0,3.0,2.0
2020-09-27,20.0,11.0,7.0,7.0,4.0,2.0
2020-09-28,45.0,17.0,11.0,11.0,2.0,4.0
2020-09-29,69.0,17.0,5.0,16.0,1.0,3.0
2020-09-30,,10.0,4.0,13.0,2.0,3.0
2020-10-01,,19.0,12.0,14.0,2.0,3.0
2020-10-02,,19.0,25.0,14.0,3.0,3.0
2020-10-03,,12.0,28.0,14.0,2.0,3.0
2020-10-04,13.0,12.0,28.0,14.0,2.0,3.0
2020-10-05,29.0,11.0,19.0,10.0,2.0,3.0
2020-10-06,36.0,18.0,22.0,11.0,2.0,4.0
2020-10-07,53.0,22.0,13.0,11.0,1.0,5.0
2020-10-08,69.0,24.0,9.0,11.0,,5.0
2020-10-09,60.0,25.0,14.0,9.0,,6.0
2020-10-10,70.0,21.0,14.0,6.0,,5.0
2020-10-11,50.0,14.0,14.0,3.0,,3.0
2020-10-12,35.0,8.0,14.0,7.0,1.0,3.0
2020-10-13,26.0,6.0,14.0,8.0,2.0,3.0
2020-10-14,17.0,6.0,16.0,8.0,3.0,3.0
2020-10-15,55.0,11.0,11.0,9.0,2.0,4.0
2020-10-16,65.0,15.0,5.0,5.0,1.0,4.0
2020-10-17,31.0,7.0,10.0,5.0,2.0,3.0
2020-10-18,46.0,11.0,18.0,4.0,2.0,3.0
2020-10-19,52.0,17.0,14.0,10.0,1.0,3.0
2020-10-20,69.0,30.0,21.0,10.0,1.0,5.0
2020-10-21,74.0,35.0,10.0,11.0,2.0,6.0
2020-10-22,111.0,39.0,11.0,17.0,2.0,8.0
2020-10-23,120.0,47.0,6.0,14.0,2.0,8.0
2020-10-24,109.0,38.0,11.0,9.0,1.0,7.0
2020-10-25,109.0,27.0,6.0,6.0,2.0,7.0
2020-10-26,75.0,21.0,20.0,9.0,2.0,6.0
2020-10-27,68.0,28.0,21.0,13.0,2.0,5.0
2020-10-28,100.0,42.0,7.0,11.0,2.0,6.0
2020-10-29,64.0,22.0,15.0,10.0,1.0,5.0
2020-10-30,53.0,15.0,15.0,12.0,1.0,4.0
2020-10-31,55.0,17.0,22.0,6.0,,4.0
2020-11-01,98.0,29.0,6.0,8.0,,6.0
2020-11-02,89.0,28.0,1.0,10.0,1.0,8.0
2020-11-03,69.0,21.0,6.0,9.0,,6.0
2020-11-04,55.0,16.0,14.0,8.0,,4.0
2020-11-05,69.0,25.0,11.0,11.0,,4.0
2020-11-06,100.0,37.0,13.0,14.0,1.0,5.0
2020-11-07,106.0,32.0,14.0,9.0,1.0,5.0
2020-11-08,103.0,31.0,12.0,10.0,1.0,7.0
2020-11-09,125.0,46.0,15.0,7.0,1.0,7.0
2020-11-10,71.0,26.0,12.0,7.0,1.0,4.0
2020-11-11,76.0,23.0,9.0,6.0,1.0,5.0
2020-11-12,82.0,31.0,8.0,11.0,1.0,5.0
2020-11-13,79.0,28.0,10.0,15.0,2.0,6.0
2020-11-14,100.0,31.0,6.0,12.0,3.0,6.0
2020-11-15,120.0,43.0,9.0,10.0,3.0,9.0
2020-11-16,76.0,23.0,5.0,12.0,3.0,6.0
2020-11-17,89.0,31.0,8.0,16.0,3.0,5.0
2020-11-18,99.0,38.0,10.0,16.0,2.0,5.0
2020-11-19,92.0,34.0,17.0,10.0,2.0,5.0
2020-11-20,55.0,21.0,18.0,11.0,1.0,2.0
2020-11-21,111.0,40.0,17.0,15.0,2.0,4.0
2020-11-22,90.0,28.0,21.0,10.0,4.0,4.0
2020-11-23,82.0,27.0,11.0,13.0,4.0,3.0
2020-11-24,81.0,37.0,13.0,18.0,3.0,5.0
2020-11-25,141.0,59.0,3.0,19.0,3.0,7.0
2020-11-26,131.0,48.0,8.0,15.0,3.0,5.0
2020-11-27,130.0,41.0,2.0,13.0,4.0,5.0
2020-11-28,91.0,27.0,6.0,11.0,3.0,4.0
2020-11-29,71.0,19.0,5.0,5.0,2.0,3.0
2020-11-30,114.0,39.0,4.0,11.0,3.0,5.0
2020-12-01,100.0,39.0,6.0,13.0,2.0,6.0
2020-12-02,127.0,43.0,8.0,9.0,2.0,6.0
2020-12-03,162.0,49.0,6.0,16.0,4.0,8.0
2020-12-04,90.0,22.0,15.0,17.0,3.0,8.0
2020-12-05,66.0,21.0,,15.0,1.0,6.0
2020-12-06,69.0,14.0,,10.0,2.0,6.0
2020-12-07,76.0,19.0,6.0,8.0,3.0,5.0
2020-12-08,92.0,27.0,7.0,7.0,2.0,5.0
2020-12-09,107.0,32.0,6.0,7.0,3.0,5.0
2020-12-10,96.0,31.0,5.0,6.0,3.0,4.0
2020-12-11,139.0,38.0,2.0,9.0,2.0,6.0
2020-12-12,99.0,27.0,6.0,8.0,1.0,4.0
